Transfer_Date,Transaction_ID,Counterparty_Bank,Transfer_Amount,Transfer_Currency,Transfer_Type,Transfer_Purpose
2023-12-02 23:16:44.533530,TXN_406,Bank B,20763.37,EUR,Inbound,Settlement
2023-11-20 23:16:44.533530,TXN_90,Bank B,25553.15,EUR,Outbound,Settlement
2024-07-15 23:16:44.533530,TXN_291,Bank A,16712.2,USD,Inbound,Settlement
2024-06-07 23:16:44.533530,TXN_362,Bank B,35228.41,USD,Outbound,Liquidity Management
2024-08-25 23:16:44.533530,TXN_200,Bank C,29240.79,GBP,Inbound,Liquidity Management
2023-10-16 23:16:44.533530,TXN_210,Bank A,23595.04,USD,Inbound,Liquidity Management
2024-08-27 23:16:44.533530,TXN_250,Bank A,28876.87,GBP,Outbound,Settlement
2024-02-14 23:16:44.533530,TXN_849,Bank A,28860.22,USD,Outbound,Settlement
2024-08-02 23:16:44.533530,TXN_159,Bank B,38242.58,GBP,Inbound,Liquidity Management
2024-01-14 23:16:44.533530,TXN_261,Bank A,32262.97,EUR,Inbound,Liquidity Management
2024-07-05 23:16:44.533530,TXN_511,Bank B,40388.26,EUR,Inbound,Settlement
2024-01-03 23:16:44.533530,TXN_879,Bank B,27989.75,GBP,Inbound,Liquidity Management
2024-04-24 23:16:44.533530,TXN_492,Bank B,38525.27,GBP,Outbound,Settlement
2024-06-15 23:16:44.533530,TXN_427,Bank C,30894.34,GBP,Outbound,Liquidity Management
2024-04-28 23:16:44.533530,TXN_907,Bank A,40884.81,USD,Outbound,Liquidity Management
2024-07-23 23:16:44.533530,TXN_237,Bank B,14916.47,USD,Outbound,Settlement
2023-12-07 23:16:44.533530,TXN_671,Bank B,16827.82,GBP,Outbound,Settlement
2024-04-14 23:16:44.533530,TXN_43,Bank A,14682.44,USD,Inbound,Settlement
2024-07-23 23:16:44.533530,TXN_111,Bank C,30068.64,GBP,Inbound,Settlement
2024-04-17 23:16:44.533530,TXN_236,Bank C,43908.42,USD,Outbound,Settlement
2024-02-24 23:16:44.533530,TXN_172,Bank A,40856.86,GBP,Inbound,Settlement
2024-07-07 23:16:44.533530,TXN_176,Bank B,43708.37,EUR,Inbound,Liquidity Management
2024-08-30 23:16:44.533530,TXN_635,Bank A,14937.91,USD,Outbound,Liquidity Management
2024-04-19 23:16:44.533530,TXN_849,Bank C,12872.04,EUR,Inbound,Liquidity Management
2024-04-21 23:16:44.533530,TXN_896,Bank A,21140.6,USD,Inbound,Liquidity Management
2023-10-26 23:16:44.533530,TXN_480,Bank C,11185.11,GBP,Inbound,Settlement
2023-11-08 23:16:44.533530,TXN_630,Bank B,10409.59,GBP,Inbound,Liquidity Management
2024-09-12 23:16:44.533530,TXN_278,Bank A,34913.07,EUR,Outbound,Settlement
2023-10-16 23:16:44.533530,TXN_881,Bank B,37966.83,EUR,Inbound,Liquidity Management
2023-12-19 23:16:44.533530,TXN_11,Bank B,15363.0,GBP,Outbound,Settlement
2024-06-19 23:16:44.533530,TXN_757,Bank B,35474.89,GBP,Outbound,Settlement
2023-11-22 23:16:44.533530,TXN_363,Bank A,10229.22,GBP,Inbound,Settlement
2023-11-18 23:16:44.533530,TXN_597,Bank A,43002.94,GBP,Inbound,Settlement
2024-09-02 23:16:44.533530,TXN_915,Bank B,22589.49,GBP,Inbound,Liquidity Management
2023-12-05 23:16:44.533530,TXN_590,Bank C,23356.09,EUR,Outbound,Liquidity Management
2024-01-03 23:16:44.533530,TXN_548,Bank A,45578.58,EUR,Outbound,Liquidity Management
2023-10-31 23:16:44.533530,TXN_731,Bank A,14855.08,USD,Outbound,Liquidity Management
2024-01-24 23:16:44.533530,TXN_139,Bank C,24920.98,EUR,Outbound,Settlement
2024-05-27 23:16:44.533530,TXN_877,Bank A,42906.27,USD,Outbound,Settlement
2023-12-10 23:16:44.533530,TXN_364,Bank B,49769.57,EUR,Outbound,Settlement
2024-09-28 23:16:44.533530,TXN_250,Bank B,21656.63,EUR,Outbound,Liquidity Management
2023-10-10 23:16:44.533530,TXN_398,Bank B,49852.36,GBP,Outbound,Settlement
2023-10-06 23:16:44.533530,TXN_513,Bank B,26853.89,USD,Inbound,Liquidity Management
2023-10-14 23:16:44.533530,TXN_298,Bank C,23402.2,EUR,Outbound,Settlement
2024-07-18 23:16:44.533530,TXN_184,Bank A,14303.29,EUR,Outbound,Settlement
2024-09-11 23:16:44.533530,TXN_318,Bank C,32792.3,EUR,Inbound,Liquidity Management
2024-07-05 23:16:44.533530,TXN_581,Bank B,28487.44,EUR,Inbound,Liquidity Management
2024-05-02 23:16:44.533530,TXN_299,Bank A,45864.11,GBP,Outbound,Liquidity Management
2024-02-25 23:16:44.533530,TXN_845,Bank B,48729.48,USD,Outbound,Liquidity Management
2024-09-25 23:16:44.533530,TXN_645,Bank B,41082.92,EUR,Outbound,Settlement
2024-06-21 23:16:44.533530,TXN_614,Bank A,45208.54,GBP,Outbound,Liquidity Management
2024-06-11 23:16:44.533530,TXN_213,Bank B,38366.28,EUR,Outbound,Settlement
2024-07-27 23:16:44.533530,TXN_584,Bank B,18322.33,EUR,Inbound,Settlement
2024-06-30 23:16:44.533530,TXN_681,Bank C,21807.34,EUR,Inbound,Settlement
2023-10-17 23:16:44.533530,TXN_347,Bank A,12247.17,GBP,Outbound,Settlement
2024-06-21 23:16:44.533530,TXN_688,Bank C,33113.13,GBP,Inbound,Settlement
2024-04-22 23:16:44.533530,TXN_969,Bank A,39185.35,GBP,Outbound,Settlement
2024-01-26 23:16:44.533530,TXN_310,Bank A,29887.8,GBP,Outbound,Settlement
2024-02-20 23:16:44.533530,TXN_780,Bank B,10198.85,USD,Outbound,Settlement
2024-04-05 23:16:44.533530,TXN_262,Bank C,10418.45,GBP,Inbound,Settlement
2023-12-03 23:16:44.533530,TXN_201,Bank B,43304.17,GBP,Outbound,Settlement
2024-04-13 23:16:44.533530,TXN_389,Bank B,29476.88,GBP,Outbound,Settlement
2024-03-04 23:16:44.533530,TXN_72,Bank A,12998.28,EUR,Outbound,Settlement
2024-03-03 23:16:44.533530,TXN_601,Bank A,24998.66,GBP,Inbound,Liquidity Management
2024-07-05 23:16:44.533530,TXN_631,Bank C,33157.03,USD,Outbound,Settlement
2024-06-24 23:16:44.533530,TXN_235,Bank A,19381.98,EUR,Inbound,Settlement
2024-09-05 23:16:44.533530,TXN_101,Bank B,10043.37,EUR,Inbound,Liquidity Management
2024-04-22 23:16:44.533530,TXN_578,Bank B,28490.78,GBP,Inbound,Settlement
2023-10-18 23:16:44.533530,TXN_876,Bank A,22921.41,EUR,Inbound,Liquidity Management
2024-04-25 23:16:44.533530,TXN_288,Bank C,16403.2,USD,Outbound,Liquidity Management
2024-06-03 23:16:44.533530,TXN_671,Bank A,21891.45,GBP,Outbound,Liquidity Management
2024-04-28 23:16:44.533530,TXN_844,Bank B,17300.91,USD,Outbound,Settlement
2024-01-18 23:16:44.533530,TXN_730,Bank C,38712.35,EUR,Outbound,Liquidity Management
2024-09-28 23:16:44.533530,TXN_440,Bank A,15170.42,GBP,Outbound,Liquidity Management
2023-11-16 23:16:44.533530,TXN_165,Bank B,26942.62,GBP,Inbound,Settlement
2024-03-24 23:16:44.533530,TXN_666,Bank A,38059.44,EUR,Outbound,Liquidity Management
2023-12-13 23:16:44.533530,TXN_374,Bank A,24773.66,EUR,Inbound,Liquidity Management
2023-12-22 23:16:44.533530,TXN_251,Bank C,24656.08,USD,Inbound,Liquidity Management
2023-12-23 23:16:44.533530,TXN_64,Bank C,47043.04,EUR,Outbound,Settlement
2024-07-21 23:16:44.533530,TXN_209,Bank C,22653.2,EUR,Outbound,Liquidity Management
2023-10-12 23:16:44.533530,TXN_632,Bank A,14814.12,EUR,Inbound,Settlement
2024-02-13 23:16:44.533530,TXN_239,Bank C,26361.22,USD,Outbound,Liquidity Management
2024-01-02 23:16:44.533530,TXN_636,Bank A,10233.44,USD,Outbound,Liquidity Management
2024-07-30 23:16:44.533530,TXN_472,Bank B,48009.36,EUR,Inbound,Settlement
2024-06-19 23:16:44.533530,TXN_305,Bank B,41189.91,USD,Outbound,Liquidity Management
2024-05-14 23:16:44.533530,TXN_299,Bank A,49645.93,USD,Outbound,Settlement
2024-04-18 23:16:44.533530,TXN_562,Bank C,21705.42,EUR,Outbound,Settlement
2023-12-12 23:16:44.533530,TXN_466,Bank B,45603.33,USD,Inbound,Liquidity Management
2024-07-04 23:16:44.533530,TXN_351,Bank A,15728.53,EUR,Inbound,Liquidity Management
2024-07-05 23:16:44.533530,TXN_31,Bank C,49325.0,GBP,Inbound,Settlement
2023-11-30 23:16:44.533530,TXN_269,Bank B,31337.71,USD,Inbound,Liquidity Management
2024-07-08 23:16:44.533530,TXN_451,Bank C,35179.42,GBP,Inbound,Liquidity Management
2024-09-13 23:16:44.533530,TXN_364,Bank B,18889.46,EUR,Outbound,Settlement
2024-08-05 23:16:44.533530,TXN_971,Bank C,21117.47,GBP,Inbound,Liquidity Management
2024-06-08 23:16:44.533530,TXN_238,Bank C,39569.02,EUR,Inbound,Liquidity Management
2024-01-15 23:16:44.533530,TXN_649,Bank A,14082.45,USD,Outbound,Liquidity Management
2023-10-16 23:16:44.533530,TXN_635,Bank B,19938.76,USD,Outbound,Liquidity Management
2024-04-11 23:16:44.533530,TXN_698,Bank C,35130.55,GBP,Outbound,Liquidity Management
2024-05-02 23:16:44.533530,TXN_453,Bank A,24750.0,USD,Outbound,Settlement
2024-02-07 23:16:44.533530,TXN_644,Bank C,15364.38,EUR,Outbound,Liquidity Management
2024-03-07 23:16:44.533530,TXN_268,Bank A,49363.94,USD,Inbound,Settlement
2024-08-05 23:16:44.533530,TXN_193,Bank C,47814.01,USD,Inbound,Liquidity Management
2024-01-20 23:16:44.533530,TXN_920,Bank C,47461.36,USD,Inbound,Settlement
2023-11-30 23:16:44.533530,TXN_1,Bank A,21128.39,EUR,Inbound,Settlement
2024-07-29 23:16:44.533530,TXN_657,Bank A,28115.32,GBP,Inbound,Liquidity Management
2024-05-27 23:16:44.533530,TXN_752,Bank B,10842.61,EUR,Inbound,Settlement
2024-08-05 23:16:44.533530,TXN_627,Bank C,10551.15,EUR,Inbound,Liquidity Management
2023-12-23 23:16:44.533530,TXN_724,Bank C,30160.47,GBP,Outbound,Liquidity Management
2023-11-06 23:16:44.533530,TXN_607,Bank B,46907.88,GBP,Inbound,Settlement
2024-06-30 23:16:44.533530,TXN_11,Bank C,27678.19,EUR,Outbound,Liquidity Management
2024-07-13 23:16:44.533530,TXN_659,Bank A,40427.62,GBP,Inbound,Settlement
2024-02-23 23:16:44.533530,TXN_311,Bank C,18564.33,GBP,Inbound,Liquidity Management
2024-05-17 23:16:44.533530,TXN_470,Bank C,23782.29,GBP,Outbound,Liquidity Management
2024-04-08 23:16:44.533530,TXN_960,Bank C,34215.34,EUR,Outbound,Liquidity Management
2024-07-16 23:16:44.533530,TXN_265,Bank C,22172.77,USD,Outbound,Settlement
2024-03-18 23:16:44.533530,TXN_964,Bank A,26874.16,EUR,Inbound,Settlement
2024-07-16 23:16:44.533530,TXN_352,Bank B,31648.43,USD,Inbound,Settlement
2024-03-04 23:16:44.533530,TXN_894,Bank B,43957.68,USD,Outbound,Settlement
2023-11-24 23:16:44.533530,TXN_50,Bank A,25412.92,USD,Inbound,Liquidity Management
2024-06-15 23:16:44.533530,TXN_451,Bank B,40088.6,USD,Outbound,Liquidity Management
2024-08-27 23:16:44.533530,TXN_246,Bank A,47179.43,USD,Outbound,Liquidity Management
2024-05-20 23:16:44.533530,TXN_685,Bank A,16460.16,EUR,Inbound,Liquidity Management
2024-09-05 23:16:44.533530,TXN_245,Bank C,40954.92,GBP,Outbound,Settlement
2024-03-12 23:16:44.533530,TXN_675,Bank B,38995.11,GBP,Outbound,Settlement
2024-02-05 23:16:44.533530,TXN_892,Bank B,15351.16,GBP,Outbound,Liquidity Management
2024-07-25 23:16:44.533530,TXN_257,Bank A,30067.15,USD,Inbound,Liquidity Management
2023-11-09 23:16:44.533530,TXN_978,Bank C,42536.27,GBP,Inbound,Settlement
2024-05-12 23:16:44.533530,TXN_261,Bank B,41308.95,USD,Outbound,Liquidity Management
2024-04-03 23:16:44.533530,TXN_732,Bank B,40708.94,GBP,Inbound,Liquidity Management
2024-01-17 23:16:44.533530,TXN_366,Bank C,49494.72,EUR,Outbound,Liquidity Management
2023-11-03 23:16:44.533530,TXN_263,Bank B,31310.5,EUR,Inbound,Liquidity Management
2023-10-18 23:16:44.533530,TXN_951,Bank A,33897.01,GBP,Outbound,Settlement
2024-03-14 23:16:44.533530,TXN_821,Bank A,26905.33,USD,Inbound,Settlement
2024-03-26 23:16:44.533530,TXN_567,Bank C,46962.11,GBP,Outbound,Liquidity Management
2023-12-12 23:16:44.533530,TXN_788,Bank B,20615.49,USD,Inbound,Settlement
2024-02-12 23:16:44.533530,TXN_215,Bank C,43333.72,GBP,Outbound,Liquidity Management
2024-05-28 23:16:44.533530,TXN_78,Bank A,17061.82,GBP,Outbound,Liquidity Management
2024-03-22 23:16:44.533530,TXN_578,Bank A,23405.21,EUR,Outbound,Settlement
2024-01-08 23:16:44.533530,TXN_359,Bank C,43453.86,USD,Inbound,Settlement
2024-06-08 23:16:44.533530,TXN_783,Bank A,41325.99,USD,Inbound,Liquidity Management
2024-04-22 23:16:44.533530,TXN_753,Bank A,37549.89,EUR,Outbound,Settlement
2023-11-21 23:16:44.533530,TXN_686,Bank B,37792.1,EUR,Outbound,Settlement
2024-06-01 23:16:44.533530,TXN_274,Bank B,24801.54,GBP,Outbound,Settlement
2023-10-14 23:16:44.533530,TXN_904,Bank B,27638.71,GBP,Outbound,Liquidity Management
2024-05-28 23:16:44.533530,TXN_199,Bank A,46412.15,USD,Outbound,Liquidity Management
2024-09-29 23:16:44.533530,TXN_40,Bank C,23540.08,GBP,Outbound,Settlement
2024-07-09 23:16:44.533530,TXN_909,Bank A,44942.42,GBP,Outbound,Liquidity Management
2023-10-06 23:16:44.533530,TXN_51,Bank C,39696.41,EUR,Outbound,Settlement
2024-02-19 23:16:44.533530,TXN_176,Bank B,25815.95,EUR,Inbound,Settlement
2024-01-14 23:16:44.533530,TXN_712,Bank A,20410.51,EUR,Outbound,Liquidity Management
2024-10-02 23:16:44.533530,TXN_936,Bank C,31294.32,GBP,Inbound,Liquidity Management
2023-11-19 23:16:44.533530,TXN_286,Bank A,41623.39,EUR,Outbound,Liquidity Management
2024-07-04 23:16:44.533530,TXN_657,Bank A,10435.66,GBP,Inbound,Settlement
2024-07-08 23:16:44.533530,TXN_802,Bank A,37058.8,GBP,Outbound,Settlement
2024-04-26 23:16:44.533530,TXN_8,Bank A,25929.11,GBP,Outbound,Liquidity Management
2024-06-15 23:16:44.533530,TXN_534,Bank B,27497.9,GBP,Outbound,Settlement
2024-04-02 23:16:44.533530,TXN_715,Bank A,40083.81,EUR,Inbound,Settlement
2023-11-04 23:16:44.533530,TXN_24,Bank A,39763.26,USD,Inbound,Liquidity Management
2023-12-27 23:16:44.533530,TXN_446,Bank A,11956.43,EUR,Inbound,Settlement
2024-03-02 23:16:44.533530,TXN_711,Bank A,34989.31,USD,Outbound,Liquidity Management
2024-09-30 23:16:44.533530,TXN_119,Bank C,16001.5,EUR,Inbound,Liquidity Management
2024-09-02 23:16:44.533530,TXN_699,Bank A,14098.44,USD,Inbound,Settlement
2024-02-05 23:16:44.533530,TXN_873,Bank A,17570.47,EUR,Inbound,Liquidity Management
2024-01-19 23:16:44.533530,TXN_559,Bank C,43648.3,EUR,Inbound,Liquidity Management
2024-04-10 23:16:44.533530,TXN_186,Bank B,10232.73,GBP,Outbound,Settlement
2024-04-05 23:16:44.533530,TXN_66,Bank C,23120.07,USD,Inbound,Settlement
2024-03-31 23:16:44.533530,TXN_523,Bank B,17143.54,USD,Outbound,Settlement
2024-09-22 23:16:44.533530,TXN_691,Bank C,12658.96,EUR,Outbound,Settlement
2024-02-10 23:16:44.533530,TXN_145,Bank A,16836.39,GBP,Outbound,Settlement
2023-11-06 23:16:44.533530,TXN_166,Bank A,28647.91,USD,Inbound,Liquidity Management
2024-09-20 23:16:44.533530,TXN_764,Bank C,13750.41,GBP,Inbound,Liquidity Management
2024-09-30 23:16:44.533530,TXN_876,Bank B,17119.72,GBP,Inbound,Settlement
2024-10-01 23:16:44.533530,TXN_35,Bank B,13577.21,EUR,Outbound,Liquidity Management
2024-08-19 23:16:44.533530,TXN_276,Bank A,30471.11,GBP,Inbound,Settlement
2023-12-30 23:16:44.533530,TXN_514,Bank B,38417.79,GBP,Outbound,Liquidity Management
2024-02-08 23:16:44.533530,TXN_623,Bank C,18202.25,USD,Outbound,Settlement
2024-09-13 23:16:44.533530,TXN_232,Bank C,33776.75,USD,Inbound,Settlement
2024-04-30 23:16:44.533530,TXN_854,Bank A,12826.78,EUR,Outbound,Settlement
2024-02-04 23:16:44.533530,TXN_584,Bank A,12945.19,USD,Inbound,Settlement
2024-02-23 23:16:44.533530,TXN_357,Bank B,27914.06,EUR,Inbound,Liquidity Management
2024-07-07 23:16:44.533530,TXN_492,Bank B,42500.59,USD,Outbound,Liquidity Management
2024-01-21 23:16:44.533530,TXN_260,Bank C,32316.28,GBP,Inbound,Liquidity Management
2024-07-05 23:16:44.533530,TXN_58,Bank A,29534.43,EUR,Outbound,Liquidity Management
2024-07-15 23:16:44.533530,TXN_933,Bank C,37561.38,GBP,Inbound,Settlement
2023-11-01 23:16:44.533530,TXN_662,Bank B,17151.91,GBP,Inbound,Settlement
2024-02-25 23:16:44.533530,TXN_733,Bank A,16503.8,USD,Inbound,Settlement
2024-08-21 23:16:44.533530,TXN_803,Bank A,10765.48,GBP,Inbound,Settlement
2024-09-19 23:16:44.533530,TXN_739,Bank A,28253.67,EUR,Inbound,Settlement
2024-02-11 23:16:44.533530,TXN_206,Bank C,22795.63,EUR,Inbound,Liquidity Management
2024-03-12 23:16:44.533530,TXN_652,Bank B,40557.69,USD,Outbound,Settlement
2024-08-13 23:16:44.533530,TXN_169,Bank A,27679.26,EUR,Inbound,Settlement
2023-11-16 23:16:44.533530,TXN_965,Bank B,22869.76,GBP,Outbound,Settlement
2024-06-16 23:16:44.533530,TXN_175,Bank B,14920.09,EUR,Outbound,Settlement
2024-03-30 23:16:44.533530,TXN_343,Bank C,40205.82,GBP,Inbound,Liquidity Management
2023-10-10 23:16:44.533530,TXN_74,Bank B,48850.78,GBP,Inbound,Settlement
2023-12-09 23:16:44.533530,TXN_548,Bank C,21722.09,GBP,Outbound,Liquidity Management
2024-05-26 23:16:44.533530,TXN_507,Bank A,26178.56,USD,Inbound,Liquidity Management
2024-02-01 23:16:44.533530,TXN_721,Bank B,44381.55,EUR,Inbound,Settlement
2024-06-29 23:16:44.533530,TXN_486,Bank B,30553.88,USD,Outbound,Settlement
2024-06-01 23:16:44.533530,TXN_111,Bank A,32631.14,USD,Outbound,Settlement
2023-10-15 23:16:44.533530,TXN_119,Bank A,36301.27,EUR,Outbound,Settlement
2024-09-11 23:16:44.533530,TXN_121,Bank C,21984.13,EUR,Outbound,Settlement
2024-05-03 23:16:44.533530,TXN_549,Bank C,12503.74,GBP,Inbound,Liquidity Management
2023-11-21 23:16:44.533530,TXN_276,Bank B,49235.34,USD,Outbound,Settlement
2024-03-03 23:16:44.533530,TXN_9,Bank C,22692.69,EUR,Outbound,Liquidity Management
2024-02-15 23:16:44.533530,TXN_349,Bank C,22515.79,GBP,Outbound,Settlement
2024-06-28 23:16:44.533530,TXN_609,Bank A,32521.22,EUR,Inbound,Settlement
2024-04-15 23:16:44.533530,TXN_6,Bank B,44840.61,USD,Outbound,Settlement
2024-08-10 23:16:44.533530,TXN_835,Bank C,43832.52,USD,Inbound,Liquidity Management
2023-11-05 23:16:44.533530,TXN_161,Bank B,25173.81,USD,Inbound,Liquidity Management
2024-01-18 23:16:44.533530,TXN_23,Bank C,49902.58,GBP,Outbound,Liquidity Management
2024-01-05 23:16:44.533530,TXN_218,Bank A,26567.9,USD,Inbound,Liquidity Management
2024-02-14 23:16:44.533530,TXN_35,Bank C,36006.65,GBP,Outbound,Liquidity Management
2023-10-12 23:16:44.533530,TXN_132,Bank B,19131.16,GBP,Outbound,Liquidity Management
2024-07-09 23:16:44.533530,TXN_188,Bank A,30803.41,EUR,Outbound,Liquidity Management
2024-04-21 23:16:44.533530,TXN_431,Bank C,37648.08,USD,Inbound,Settlement
2024-07-28 23:16:44.533530,TXN_338,Bank C,19080.22,GBP,Outbound,Settlement
2024-05-01 23:16:44.533530,TXN_189,Bank A,27529.21,EUR,Inbound,Liquidity Management
2023-11-09 23:16:44.533530,TXN_349,Bank A,47078.43,GBP,Outbound,Liquidity Management
2024-05-29 23:16:44.533530,TXN_159,Bank B,25343.24,EUR,Inbound,Settlement
2024-02-09 23:16:44.533530,TXN_124,Bank B,21721.18,EUR,Outbound,Liquidity Management
2024-05-16 23:16:44.533530,TXN_675,Bank B,21791.04,EUR,Outbound,Settlement
2024-04-22 23:16:44.533530,TXN_645,Bank C,44773.1,USD,Inbound,Liquidity Management
2024-05-05 23:16:44.533530,TXN_990,Bank C,18294.48,EUR,Inbound,Settlement
2024-04-26 23:16:44.533530,TXN_991,Bank A,43506.71,GBP,Outbound,Settlement
2024-02-14 23:16:44.533530,TXN_896,Bank A,30726.17,USD,Inbound,Settlement
2024-06-20 23:16:44.534537,TXN_38,Bank B,18991.11,EUR,Inbound,Liquidity Management
2024-05-02 23:16:44.534537,TXN_713,Bank B,24613.07,EUR,Outbound,Liquidity Management
2024-08-01 23:16:44.534537,TXN_590,Bank B,36746.26,EUR,Inbound,Liquidity Management
2024-09-19 23:16:44.534537,TXN_795,Bank C,28835.39,EUR,Outbound,Settlement
2024-08-30 23:16:44.534537,TXN_110,Bank C,31880.22,EUR,Outbound,Liquidity Management
2024-04-19 23:16:44.534537,TXN_800,Bank C,30910.81,EUR,Outbound,Settlement
2024-09-30 23:16:44.534537,TXN_830,Bank C,22151.06,EUR,Outbound,Settlement
2024-03-17 23:16:44.534537,TXN_730,Bank B,21647.03,GBP,Inbound,Liquidity Management
2024-03-19 23:16:44.534537,TXN_730,Bank A,16667.64,USD,Outbound,Settlement
2024-05-21 23:16:44.534537,TXN_763,Bank C,11148.73,EUR,Inbound,Settlement
2024-06-03 23:16:44.534537,TXN_816,Bank C,16675.85,USD,Inbound,Liquidity Management
2024-09-19 23:16:44.534537,TXN_199,Bank C,38591.88,GBP,Inbound,Settlement
2024-06-18 23:16:44.534537,TXN_497,Bank C,21365.82,GBP,Outbound,Liquidity Management
2024-04-07 23:16:44.534537,TXN_161,Bank B,20996.75,USD,Outbound,Liquidity Management
2023-11-26 23:16:44.534537,TXN_914,Bank C,44532.54,GBP,Inbound,Settlement
2024-01-20 23:16:44.534537,TXN_209,Bank B,18990.45,USD,Inbound,Liquidity Management
2024-05-24 23:16:44.534537,TXN_980,Bank C,48591.96,EUR,Inbound,Liquidity Management
2024-04-09 23:16:44.534537,TXN_147,Bank C,39505.79,EUR,Inbound,Settlement
2024-06-23 23:16:44.534537,TXN_976,Bank B,25122.55,USD,Outbound,Liquidity Management
2024-01-02 23:16:44.534537,TXN_880,Bank B,31294.22,USD,Inbound,Liquidity Management
2023-10-27 23:16:44.534537,TXN_992,Bank C,49769.31,USD,Inbound,Settlement
2024-10-04 23:16:44.534537,TXN_517,Bank B,17334.33,EUR,Outbound,Liquidity Management
2024-06-12 23:16:44.534537,TXN_400,Bank B,47377.49,USD,Inbound,Liquidity Management
2024-08-14 23:16:44.534537,TXN_513,Bank C,20255.81,EUR,Outbound,Settlement
2024-03-17 23:16:44.534537,TXN_894,Bank C,47834.89,USD,Outbound,Settlement
2023-11-21 23:16:44.534537,TXN_752,Bank C,43185.9,EUR,Outbound,Settlement
2024-03-31 23:16:44.534537,TXN_910,Bank C,10779.26,EUR,Outbound,Settlement
2024-09-08 23:16:44.534537,TXN_399,Bank C,30132.35,GBP,Inbound,Liquidity Management
2024-08-29 23:16:44.534537,TXN_698,Bank C,36682.8,USD,Inbound,Liquidity Management
2024-03-31 23:16:44.534537,TXN_512,Bank B,21608.97,GBP,Outbound,Liquidity Management
2024-03-06 23:16:44.534537,TXN_85,Bank C,38930.12,EUR,Inbound,Settlement
2024-06-05 23:16:44.534537,TXN_866,Bank C,20046.05,USD,Outbound,Liquidity Management
2024-06-09 23:16:44.534537,TXN_998,Bank A,23084.36,USD,Inbound,Liquidity Management
2023-12-24 23:16:44.534537,TXN_149,Bank B,43338.48,GBP,Inbound,Settlement
2024-09-04 23:16:44.534537,TXN_818,Bank B,30142.99,GBP,Inbound,Settlement
2023-10-20 23:16:44.534537,TXN_447,Bank B,36779.74,EUR,Outbound,Liquidity Management
2024-02-14 23:16:44.534537,TXN_737,Bank A,35953.66,EUR,Inbound,Settlement
2023-11-05 23:16:44.534537,TXN_286,Bank A,17599.61,GBP,Inbound,Settlement
2024-06-13 23:16:44.534537,TXN_73,Bank C,15344.73,USD,Inbound,Settlement
2023-12-26 23:16:44.534537,TXN_675,Bank A,49232.78,GBP,Inbound,Liquidity Management
2023-11-14 23:16:44.534537,TXN_242,Bank C,33089.95,EUR,Inbound,Liquidity Management
2024-09-26 23:16:44.534537,TXN_985,Bank C,22228.29,USD,Inbound,Settlement
2024-03-20 23:16:44.534537,TXN_790,Bank C,47565.94,USD,Outbound,Settlement
2024-03-21 23:16:44.534537,TXN_875,Bank A,39535.74,USD,Inbound,Liquidity Management
2024-08-27 23:16:44.534537,TXN_464,Bank B,36829.32,USD,Outbound,Liquidity Management
2024-08-04 23:16:44.534537,TXN_792,Bank C,32942.09,USD,Outbound,Liquidity Management
2024-04-17 23:16:44.534537,TXN_116,Bank B,35544.06,GBP,Inbound,Settlement
2024-08-04 23:16:44.534537,TXN_952,Bank B,24311.09,GBP,Inbound,Settlement
2024-02-18 23:16:44.534537,TXN_735,Bank B,42362.31,EUR,Inbound,Settlement
2023-10-26 23:16:44.534537,TXN_210,Bank C,48909.38,USD,Inbound,Liquidity Management
2024-09-10 23:16:44.534537,TXN_968,Bank B,28703.49,EUR,Inbound,Settlement
2024-09-04 23:16:44.534537,TXN_124,Bank C,30840.91,EUR,Outbound,Settlement
2024-01-01 23:16:44.534537,TXN_374,Bank A,30911.88,GBP,Outbound,Settlement
2024-03-28 23:16:44.534537,TXN_238,Bank B,17603.77,USD,Outbound,Settlement
2024-07-31 23:16:44.534537,TXN_788,Bank A,24870.74,EUR,Outbound,Liquidity Management
2023-11-30 23:16:44.534537,TXN_778,Bank B,39199.03,EUR,Inbound,Liquidity Management
2024-06-25 23:16:44.534537,TXN_718,Bank A,13123.68,EUR,Outbound,Liquidity Management
2023-10-25 23:16:44.534537,TXN_366,Bank A,28159.77,GBP,Outbound,Liquidity Management
2023-11-28 23:16:44.534537,TXN_362,Bank A,30106.24,USD,Inbound,Liquidity Management
2024-08-08 23:16:44.534537,TXN_460,Bank C,25078.12,GBP,Inbound,Settlement
2023-10-16 23:16:44.534537,TXN_944,Bank A,32603.67,USD,Outbound,Settlement
2024-08-08 23:16:44.534537,TXN_967,Bank B,17761.89,EUR,Inbound,Liquidity Management
2023-12-13 23:16:44.534537,TXN_670,Bank B,41869.87,USD,Inbound,Settlement
2024-02-16 23:16:44.534537,TXN_878,Bank A,48301.54,GBP,Outbound,Liquidity Management
2024-06-17 23:16:44.534537,TXN_632,Bank B,24978.27,EUR,Inbound,Settlement
2024-07-07 23:16:44.534537,TXN_756,Bank B,26423.53,USD,Outbound,Liquidity Management
2023-11-02 23:16:44.534537,TXN_723,Bank A,21776.12,EUR,Inbound,Settlement
2024-05-04 23:16:44.534537,TXN_695,Bank B,12026.5,USD,Inbound,Liquidity Management
2023-11-02 23:16:44.534537,TXN_84,Bank A,16039.03,USD,Outbound,Settlement
